# Generated by refresh-data.py on 2026-07-06. Do not edit by hand
# (hand corrections belong in institutional-overrides.json).
# domain,type where type is government|education|healthcare|utility.
# Sources: Wikidata P856 (CC0), Annuaire de l'administration (Licence
# Ouverte v2), GSA/govt-urls (US public domain).
ayuntamientocalvillo.gob.mx,government
ayuntamientocampo.com,government
ayuntamientocanamero.org,government
ayuntamientocanaveras.com,government
ayuntamientocandeleda.es,government
ayuntamientochicxulubpueblo.gob.mx,government
ayuntamientocijuela.es,government
ayuntamientocillorigo.org,government
ayuntamientocorpa.es,government
ayuntamientodeabejuela.com,government
ayuntamientodeaguilas.org,government
ayuntamientodealberite.org,government
ayuntamientodealcazaren.es,government
ayuntamientodealfacar.es,government
ayuntamientodeampuero.es,government
ayuntamientodeanaya.es,government
ayuntamientodeanguiano.org,government
ayuntamientodearico.com,government
ayuntamientodearija.org,government
ayuntamientodearnuero.com,government
ayuntamientodeausejo.org,government
ayuntamientodebalboa.org,government
ayuntamientodebaza.es,government
ayuntamientodeberceo.org,government
ayuntamientodeborox.com,government
ayuntamientodebrazuelo.com,government
ayuntamientodebuendia.com,government
ayuntamientodebustarviejo.org,government
ayuntamientodecabrillas.com,government
ayuntamientodecampofrio.es,government
ayuntamientodecarabias.es,government
ayuntamientodecespedosa.es,government
ayuntamientodecilleros.es,government
ayuntamientodeclavijo.org,government
ayuntamientodecoana.com,government
ayuntamientodecortes.com,government
ayuntamientodecorullon.org,government
ayuntamientodecuadros.es,government
ayuntamientodecudillero.com,government
ayuntamientodefrieradevalverde.es,government
ayuntamientodefuenllana.es,government
ayuntamientodegallegosdesolmiron.org,government
ayuntamientodegines.es,government
ayuntamientodeharia.com,government
ayuntamientodehervias.com,government
ayuntamientodeifontes.es,government
ayuntamientodelapena.com,government
ayuntamientodelasagrada.com,government
ayuntamientodelatorredelvalle.es,government
ayuntamientodeledesma.com,government
ayuntamientodelerma.es,government
ayuntamientodellanes.com,government
ayuntamientodellanosdelcaudillo.es,government
ayuntamientodelorqui.es,government
ayuntamientodemanzanilla.es,government
ayuntamientodemiguelanez.es,government
ayuntamientodemochales.es,government
ayuntamientodemoclin.com,government
ayuntamientodemorata.es,government
ayuntamientodemunogalindo.es,government
ayuntamientodenavascues.net,government
ayuntamientodenivar.com,government
ayuntamientodenoja.com,government
ayuntamientodenumancia.es,government
ayuntamientodeogijares.es,government
ayuntamientodeojos.es,government
ayuntamientodeolivenza.com,government
ayuntamientodeorgiva.es,government
ayuntamientodeotura.es,government
ayuntamientodepalomeque.es,government
ayuntamientodepesquera.es,government
ayuntamientodepotes.es,government
ayuntamientodeprogreso.gob.mx,government
ayuntamientodequer.es,government
ayuntamientoderoa.com,government
ayuntamientoderoelos.es,government
ayuntamientoderollan.com,government
ayuntamientodesantacolombadelasmonjas.com,government
ayuntamientodesantomera.com,government
ayuntamientodesaro.es,government
ayuntamientodesigues.com,government
ayuntamientodesuances.com,government
ayuntamientodeterrer.com,government
ayuntamientodetias.es,government
ayuntamientodetornadizosdeavila.com,government
ayuntamientodetorredemiguelsesmero.es,government
ayuntamientodevalor.es,government
ayuntamientodevillabrazaro.es,government
ayuntamientodevillanuevadeazoague.com,government
ayuntamientodevillarejo.org,government
ayuntamientodeviznar.es,government
ayuntamientodezambrana.com,government
ayuntamientodezinacatepec.gob.mx,government
ayuntamientodolar.es,government
ayuntamientodomingoperez.es,government
ayuntamientoelalamo.org,government
ayuntamientoelpedernoso.es,government
ayuntamientoelpinero.es,government
ayuntamientoelrosario.org,government
ayuntamientoespinodelaorbada.es,government
ayuntamientoferreruela.com,government
ayuntamientofontanarejo.es,government
ayuntamientofuentelsaz.com,government
ayuntamientogalera.es,government
ayuntamientogomezfarias.gob.mx,government
ayuntamientograjera.com,government
ayuntamientoguadiana.es,government
ayuntamientoguevejar.com,government
ayuntamientohiendelaencina.es,government
ayuntamientohopelchen.com,government
ayuntamientohormigos.es,government
ayuntamientohoyosdelespino.es,government
ayuntamientohuercaldealmeria.com,government
ayuntamientohuerta.es,government
ayuntamientoixtlanay.gob.mx,government
ayuntamientojun.org,government
ayuntamientolahiniesta.es,government
ayuntamientolahiruela.es,government
ayuntamientolapeza.com,government
ayuntamientolaseca.com,government
ayuntamientolazubia.com,government
ayuntamientolubian.es,government
ayuntamientomillares.es,government
ayuntamientomoca.gob.do,government
ayuntamientomoratalla.net,government
ayuntamientoolza.com,government
ayuntamientoona.com,government
ayuntamientopalaciosdelpan.es,government
ayuntamientopantoja.com,government
ayuntamientoparla.es,government
ayuntamientoparrillas.es,government
ayuntamientopeligros.es,government
ayuntamientopiuecargandullas.es,government
ayuntamientopuertoplata.gob.do,government
ayuntamientoquesada.es,government
ayuntamientoragama.es,government
ayuntamientoriosa.com,government
ayuntamientorodezno.org,government
ayuntamientosanagustin.es,government
ayuntamientosantaanadepusa.org,government
ayuntamientosantorcaz.com,government
ayuntamientosde.gob.do,government
ayuntamientosorzano.org,government
ayuntamientotemozon.gob.mx,government
ayuntamientotorrenueva.es,government
ayuntamientotous.es,government
ayuntamientoubrique.es,government
ayuntamientoudias.com,government
ayuntamientovaldeavero.es,government
ayuntamientovaljunquera.es,government
ayuntamientovegadetirados.com,government
ayuntamientoviator.es,government
ayuntamientovillamanin.com,government
ayunzuera.com,government
ayutla.gob.mx,government
ayutthayacity.go.th,government
aywaille.be,government
ayzac-ost.info,government
ayze.fr,government
ayzieu.fr,government
azabunougeka.or.jp,healthcare
azagra.es,government
azaila.es,government
azanuy.com,government
azara.es,government
azat-chatenet.fr,government
azay-le-ferron.fr,government
azaylebrule.fr,government
azaylerideau.fr,government
azaysurindre.fr,government
azbbhe.us,government
azcommerce.com,government
azdentalboard.us,government
aze-41.fr,government
aze-53.fr,government
aze.fr,government
azeezia.com,healthcare
azelot.fr,government
azerables-mairie.fr,government
azerailles.fr,government
azerat.com,government
azereix.fr,government
azgroeninge.be,healthcare
azgt.coop,utility
azheart.com,healthcare
azjanportaels.be,healthcare
azklina.be,healthcare
azkoitia.eus,government
azlor.es,government
azmol.be,healthcare
aznalcazar.es,government
aznalcollar.es,government
aznikolaas.be,healthcare
azofra.org,government
azoostende.be,healthcare
azorg.be,healthcare
azoudenaarde.be,healthcare
azp.sr,healthcare
azpeitia.eus,government
azsav.be,healthcare
azsintblasius.be,healthcare
azsintjan.be,healthcare
azsintmaarten.be,healthcare
azspineandjoint.com,healthcare
azstateparks.com,government
azstlucas.be,healthcare
aztecnm.gov,government
azturnhout.be,healthcare
azuaga.es,government
azuebar.es,government
azuelo.com,government
azul.gov.ar,government
azumi-ghp.jp,healthcare
azumino.jrc.or.jp,healthcare
azuqueca.es,government
azvesalius.be,healthcare
azvoorkempen.be,healthcare
azzeno.be,healthcare
b-krepinskoesp.ru,government
b-y.org.il,government
b28.spb.ru,healthcare
b2bhint.com,healthcare
ba-phalaborwa.gov.za,government
baanbangmoung.go.th,government
baanchatpawai.go.th,government
baantai.go.th,government
baar-ebenhausen.de,government
baarle-hertog.be,government
baarle-nassau.nl,government
baarn.nl,government
baawerta.com,government
babanska-gromada.gov.ua,government
babarc.hu,government
babatngon-leyte.gov.ph,government
babbitt-mn.com,government
babchynecka-gromada.gov.ua,government
babcock.edu.ng,healthcare
babenhausen-schwaben.de,government
babenhausen.de,government
babensham.de,government
babiak.org.pl,government
babice-nad-svitavou.cz,government
babice-stare.waw.pl,government
babice.eu,government
babice.pl,government
babicept.cz,government
babiceurican.cz,government
babiceurosic.cz,government
babimost.pl,government
babin.sk,government
babina.sk,government
babinagreda.hr,government
babindol.sk,government
babinec.info,government
babinoss.rkursk.ru,government
babinski.pl,healthcare
babite.lv,government
babocsa.hu,government
babolna.hu,government
babonymegyer.hu,government
baborow.pl,government
babosdobrete.hu,government
babot.hu,government
babushkinsky.mos.ru,government
babylon-obec.cz,government
babymhospital.org,healthcare
babyn-gromada.gov.ua,government
baca.yucatan.cc,government
bacabal.ma.gov.br,government
bacacountyco.gov,government
bacadehuachi.gob.mx,government
bacalar.gob.mx,government
bacalky.cz,government
bacanora.gob.mx,government
bacares.es,government
bacarra.gov.ph,government
bacerac.gob.mx,government
bacesti.ro,government
bacetin.cz,government
bach-donau.de,government
bach.tirol.gv.at,government
bacharach.de,government
bacharach.org,healthcare
bachhagel.de,government
bachiniva.gob.mx,government
bachivillers.fr,government
bachmanning.at,government
bacia.ro,government
bacice.cz,government
bacilly.fr,government
bacioi.md,government
backnang.de,government
backov.cz,government
backovice.cz,government
backovik.sk,government
backowice-gmina.pl,government
backushospital.org,healthcare
backusmn.com,government
baclayon.gov.ph,government
bacnotan.gov.ph,government
bacoachi.gob.mx,government
bacolod-lds.gov.ph,government
bacolodldn.gov.ph,government
baconcounty.org,government
baconnes-village-fleuri.fr,government
bacouel-sur-selle.fr,government
bacouel.fr,government
bacovice.cz,government
bacqueville-en-caux.fr,government
bacqueville.fr,government
bacsalmas.hu,government
bacsbokod.hu,government
bacsborsod.asp.lgov.hu,government
bacsszentgyorgy.hu,government
bacsszolos.hu,government
bacuag.gov.ph,government
bacuch.sk,government
bacum.gob.mx,government
bacurov.sk,government
bad-abbach.de,government
bad-aibling.de,government
bad-arolsen.de,government
bad-bayersoien.de,government
bad-belzig.de,government
bad-bergzabern.de,government
bad-berka.de,government
bad-berleburg.de,government
bad-bertrich.de,government
bad-blankenburg.de,government
bad-bleiberg.at,government
bad-blumau-gemeinde.at,government
bad-bodenteich.de,government
bad-boll.de,government
bad-brambach.de,government
bad-bramstedt.de,government
bad-breisig.de,government
bad-brueckenau.de,government
bad-camberg.de,government
bad-deutsch-altenburg.gv.at,government
bad-ditzenbach.de,government
bad-driburg.de,government
bad-dueben.de,government
bad-duerkheim.de,government
bad-eilsen.info,government
bad-emstal.de,government
bad-endbach.de,government
bad-endorf.de,government
bad-feilnbach.de,government
bad-fischau-brunn.at,government
bad-frankenhausen.de,government
bad-freienwalde.de,government
bad-friedrichshall.de,government
bad-gandersheim.de,government
bad-gastein.at,government
bad-gleichenberg.gv.at,government
bad-goisern.ooe.gv.at,government
bad-griesbach.de,government
bad-groenenbach.de,government
bad-grosspertholz.gv.at,government
bad-hall.ooe.gv.at,government
bad-heilbrunn.de,government
bad-hersfeld.de,government
bad-homburg.de,government
bad-ischl.ooe.gv.at,government
bad-karlshafen.de,government
bad-kleinkirchheim.gv.at,government
bad-klosterlausnitz.de,government
bad-koetzting.de,government
bad-kohlgrub.de,government
bad-kreuzen.at,government
bad-kreuznach.de,government
bad-krozingen.de,government
bad-laer.de,government
bad-lausick.de,government
bad-leonfelden.ooe.gv.at,government
bad-liebenstein.de,government
bad-liebenzell.de,government
bad-lippspringe.de,government
bad-marienberg.de,government
bad-mergentheim.de,government
bad-mitterndorf.at,government
bad-muender.de,government
bad-muenstereifel.de,government
bad-nauheim.de,government
bad-neuenahr-ahrweiler.de,government
bad-neustadt.de,government
bad-peterstal-griesbach.de,government
bad-radkersburg.gv.at,government
bad-rippoldsau-schapbach.de,government
bad-rodach.de,government
bad-saarow.de,government
bad-sachsa.com,government
bad-saeckingen.de,government
bad-salzdetfurth.de,government
bad-sauerbrunn.at,government
bad-saulgau.de,government
bad-schallerbach.at,government
bad-schandau.de,government
bad-schmiedeberg.de,government
bad-schoenau.gv.at,government
bad-schoenborn.de,government
bad-schussenried.de,government
bad-schwalbach.de,government
bad-schwartau.de,government
bad-segeberg.de,government
bad-sobernheim.de,government
bad-soden.de,government
bad-sooden-allendorf.de,government
bad-st-leonhard-i-lav.at,government
bad-staffelstein.de,government
bad-sulza.de,government
bad-tabarz.de,government
bad-tatzmannsdorf.at,government
bad-teinach-zavelstein.de,government
bad-toelz.de,government
bad-ueberkingen.de,government
bad-urach.de,government
bad-vilbel.de,government
bad-waldsee.de,government
bad-waltersdorf.gv.at,government
bad-wiessee.de,government
bad-wildbad.de,government
bad-wildungen.de,government
bad-wilsnack.de,government
bad-wimsbach.at,government
bad-woerishofen.de,government
bad-wuennenberg.de,government
bad-wurzach.de,government
bad-zwischenahn.de,government
badacsonytomaj.hu,government
badacsonytordemic.hu,government
badailhac.com,government
badalexandersbad.de,government
badalona.cat,government
badan.sk,government
badaran.org,government
badaroux.fr,government
badaussee.at,government
badbergen.de,government
badberneck.de,government
badbirnbach.de,government
badbocklet.de,government
badbuchau.de,government
baddeckenstedt.de,government
badduerrenberg.de,government
badduerrheim.de,government
badefols-sur-dordogne.fr,government
